CODE,DESCRIPTION,DEPARTMENT,STANDARDCOST,LASTCOST,AVERAGECOST,PRICE1,PRICE4,SUPPLIER,DISCONTINUE
200,Mojito,21,7.0,7.0,7.0,5.0,15.0,0.0,True
201,ICE-CREAL TRIPLE RIPPLE 2L,15,0.0,7.905,7.905,12.0,0.0,15.0,False
202,coffee cup,13,0.0,0.0,0.0,0.0,0.0,3.0,True
203,hot paper cup,13,0.0,0.073,0.073,0.0,0.0,3.0,False
204,8 PORT POE SWITCH 120W,13,155.0,134.7826,134.7826,155.0,0.0,188.0,False
205,WALLSON TOMATO SAUCE,24,0.0,2.6,2.6,0.0,0.0,174.0,False
207,Black Label200ml,14,30.0,30.0,30.0,40.0,0.0,0.0,True
208,ROYAL TEA BAGS,24,0.0,0.0901,0.0901,0.5,0.0,14.0,False
212,Bundaberg Rum shots,21,4.0,4.0,4.0,5.0,12.0,0.0,False
220,Wine Bottle,14,15.0,15.0,15.0,25.0,30.0,0.0,True
221,Marist 7's 440ml,14,4.0,4.0,4.0,6.0,5.0,0.0,True
223,GROG3,19,1.7,1.7391,1.7391,3.0,5.0,0.0,False
224,Grog5Pack,19,3.0,2.2489,2.2489,5.0,0.0,0.0,False
241,NECTOR,18,0.0,0.0,0.0,5.0,0.0,0.0,True
242,SWAAD Lemonade,18,1.2,1.835,1.835,3.0,0.0,0.0,True
243,Rooster13,15,10.3,10.087,9.9761,15.0,0.0,36.0,True
244,CHICKEN18,15,16.0,13.6567,13.7858,20.0,0.0,0.0,True
245,CHICKEN11,15,0.0,8.9257,8.9257,13.0,0.0,0.0,True
246,CHICKEN12,15,0.0,7.5,8.945,14.0,0.0,0.0,True
247,CHICKEN13,15,0.0,8.6956,10.0519,15.0,0.0,0.0,True
248,CHICKEN15,15,13.75,12.6126,12.6126,14.95,0.0,0.0,True
252,SAUSAGE,15,0.5,0.8261,0.8261,0.75,2.0,0.0,False
253,LAMBCHOPS,15,16.0,16.0,16.0,19.95,0.0,0.0,True
254,SUN POP,15,0.07,0.09,0.091,0.3,0.0,0.0,False
261,Fish fresh,15,6.0,6.087,6.087,9.5,12.0,0.0,True
262,CONE ICE CREAM,15,0.0,1.1084,1.1084,2.0,0.0,0.0,False
263,ICE PACK2kg,15,0.8,0.6347,0.6347,2.0,2.0,0.0,False
265,Mango Skin,12,0.0,0.0663,0.0663,0.1,0.0,0.0,False
271,COOL AIR,12,0.1694,0.0926,0.0986,0.3,0.0,0.0,True
272,LONG BAR,12,0.0,0.0593,0.0593,0.1,0.0,0.0,False
273,ChokiChoki,12,0.25,0.2348,0.2428,0.5,0.0,0.0,False
275,Joddy,16,0.9,0.9,0.9087,2.0,2.0,0.0,False
277,Peas 80c,12,0.35,0.4348,0.4348,0.8,1.0,10.0,False
280,KOPICO,12,0.0,0.0646,0.0646,0.1,0.0,0.0,False
282,BBC200,12,0.0,1.6055,1.6055,2.5,0.0,0.0,True
283,ARROW ROOT,12,1.81,1.6735,1.6893,3.0,0.0,0.0,False
285,Fika14g,12,0.35,0.3364,0.342,0.5,0.0,0.0,True
286,UFOS50g,12,0.6,0.573,0.573,1.5,2.0,0.0,True
291,Takeaway Singles,13,0.155,0.3435,0.3435,0.5,0.5,0.0,False
293,Popcorn,12,1.2,1.1009,1.1009,2.0,0.0,0.0,True
294,BUBBLE GUM,12,0.0,0.0667,0.0661,0.2,0.0,0.0,False
295,BONBON,12,0.0,0.2717,0.262,0.5,0.0,0.0,False
296,Mill Mix,13,16.15,14.8,14.8,20.0,0.0,0.0,True
298,Tan Mackeral sauce 425g,24,2.33,2.2653,2.2127,2.59,0.0,0.0,True
302,Ink2,17,1.7247,1.7248,1.7248,2.0,2.0,7.0,True
308,TELECARD3,17,0.0,2.56,2.5581,3.0,0.0,9.0,True
311,Saluka 10s,16,0.9,0.8696,0.8696,2.0,3.0,0.0,False
313,Bentownsend20s,16,13.0,11.9266,11.9266,16.0,0.0,0.0,True
314,ROTHMANS10s,16,4.6,6.9037,6.9037,10.0,0.0,0.0,True
317,SOY SAUCE500ml,24,1.85,1.5971,1.5971,3.0,0.0,0.0,True
320,SAUCE3L,24,0.0,0.0,0.0,15.0,0.0,0.0,True
321,SAUCE425G,24,1.7,1.2301,1.3284,2.8,2.8,0.0,True
323,RedCow Powdered Milk,24,6.8,6.8,6.8,6.8,0.0,0.0,True
326,JANOLA,13,0.0,2.0435,2.0435,2.9,0.0,0.0,False
328,Toilet Paper,13,0.39,0.3482,0.3482,1.0,1.0,27.0,False
329,Melon Whole,24,0.5,0.5,0.5,1.0,1.0,0.0,True
330,Bathing Soap,13,0.6,0.4133,0.4132,1.0,0.0,0.0,False
331,OPENER,13,0.0,0.9174,0.9174,2.0,0.0,0.0,False
332,Pental Pen,13,0.8,0.8093,0.812,1.5,0.0,0.0,False
333,SOAP POWDER200g,13,1.45,0.826,0.8946,2.5,0.0,0.0,True
334,Mackerel 425g,24,2.5,2.54,2.54,3.0,0.0,0.0,True
336,PANADOL,24,0.1,0.0359,0.0325,0.2,0.0,0.0,False
337,PANADOL*COPY*,24,0.1,0.0359,0.0325,0.2,0.0,0.0,False
338,HONEY600ml,24,13.0,11.0092,11.0092,15.0,0.0,0.0,True
339,Grog1kg,19,0.0,64.2202,64.2202,85.0,0.0,0.0,True
340,COFFEE Sachets,24,0.4,0.3871,0.388,1.0,1.0,0.0,True
342,Celotape$1,13,0.75,0.75,0.75,1.0,0.0,0.0,True
346,RICE10kg,24,11.0,10.0917,10.2947,14.65,0.0,0.0,True
352,8GB USB,13,15.0,15.0,15.0,20.0,0.0,0.0,True
353,Black ChineseLoly,12,0.25,0.1103,0.109,0.3,0.5,0.0,False
356,BBC25g,12,0.155,0.1529,0.1529,0.3,0.0,0.0,True
358,GARBAGE BAG,13,0.3211,0.32,0.3242,1.0,1.0,0.0,False
359,EGG,24,0.367,0.3058,0.3058,0.5,2.0,36.0,True
362,PICA 180g,12,2.5,1.3043,1.8323,3.49,0.0,0.0,True
363,Nova,12,1.6,1.3913,1.2518,2.0,0.0,0.0,True
364,Damage Charges,13,0.9,0.9,0.9,1.0,1.0,0.0,True
373,Corntos,12,1.63,1.8349,1.8349,3.0,5.0,0.0,True
374,Red Chinese Lolly,12,0.1,0.0502,0.052,0.1,0.0,17.0,False
375,Bhindi,16,0.5833,0.5919,0.5919,1.5,0.0,0.0,True
376,Plastic Cup,13,0.15,0.0452,0.0452,0.5,0.5,2.0,False
377,18 Degrees Water,18,1.1,1.1,1.1,3.0,0.0,0.0,True
379,Mix Vegetable1kg,24,4.4,4.0367,4.0367,5.5,0.0,0.0,True
381,DVD Blanks,13,3.0,2.0,2.0,2.0,0.0,0.0,True
382,Schweppes330ml,18,2.19,1.617,1.617,2.5,0.0,0.0,True
383,bic d/edge blades,13,1.0,1.0522,1.0522,1.0,0.0,0.0,True
384,Anchor250ml,18,1.71,1.485,1.485,2.5,2.5,0.0,True
385,Powdered Milk450g,24,6.7,4.5428,4.5428,5.35,0.0,0.0,True
386,Snipers,12,0.8,0.7339,0.7339,1.2,0.0,45.0,True
387,DVD Player,13,8.0,8.0,8.0,10.0,0.0,0.0,True
389,Coil Singles,13,0.5,0.5,0.5,1.0,0.0,14.0,False
395,Digi10,17,9.3,8.6248,8.6248,10.0,0.0,0.0,True
397,Digi Sim,17,0.0,0.0,0.0,3.0,0.0,32.0,True
398,Sugar1kg,24,1.81,2.4348,2.4348,2.81,0.0,2.0,False
399,Kremo,12,1.1,0.7619,0.7619,1.5,0.0,2.0,True
402,7 O'Clock blade,13,0.6,0.4348,0.4348,1.0,0.0,0.0,True
405,Chicken14,15,12.63,8.2569,8.2569,16.0,0.0,15.0,True
407,Rooster14,15,9.65,10.8696,10.3478,16.0,0.0,36.0,True
408,Tea Masala,24,2.88,2.5044,2.5044,3.5,0.0,21.0,True
409,Hotel Soap,13,0.19,0.1325,0.1427,0.5,0.0,21.0,True
410,Colgate100g,24,0.6,0.5217,0.5217,3.0,0.0,0.0,True
411,Cantebury Mutton,24,3.95,3.8693,3.8693,4.51,0.0,0.0,True
412,Jack n Jill Cremo,12,1.0,1.1927,1.1916,2.0,0.0,0.0,True
413,Banana,24,0.7,0.7,0.7,1.0,0.0,0.0,True
414,Farmersmutton326g,24,4.56,3.6519,3.6519,4.69,0.0,22.0,True
415,Cassava,11,0.4,0.4,0.4,1.0,1.0,0.0,False
416,Koro Sea Tuna,24,1.5,1.8087,1.8087,2.5,0.0,22.0,False
417,Laser Light,13,1.65,1.3991,1.5245,5.0,0.0,0.0,True
419,Melon Pieces,24,0.4,0.4,0.4,0.5,0.0,0.0,True
420,Fun Flavor,18,2.25,1.2975,1.2975,3.0,4.0,0.0,True
421,Mogumogu320ml,18,2.25,0.0,1.0534,2.5,0.0,0.0,True
422,Monosodium454g,24,4.64,4.0333,4.0333,6.0,0.0,0.0,True
426,Ketchup,24,0.1,0.0884,0.0928,0.5,0.0,7.0,True
428,Vodka750ml,14,47.5,41.6728,41.9384,60.0,0.0,0.0,True
431,Celotape$2,13,1.2,0.8188,0.8188,2.0,0.0,6.0,False
432,Corn Flakes,12,0.55,0.55,0.55,0.8,0.0,7.0,True
433,M&S Chocolate,12,0.75,0.8601,0.8601,1.2,0.0,12.0,True
434,Corn Flour,24,1.76,1.5275,1.5277,2.5,2.5,0.0,True
443,Cruiser Green,14,0.0,3.3945,3.3945,5.0,7.0,1.0,True
457,SWAAD Raspberry,18,1.2,1.83,1.83,3.0,0.0,0.0,True
458,SWAAD Orange,18,1.2,1.83,1.8324,3.0,0.0,0.0,True
459,SWAAD Pineapple,18,1.2,1.83,1.83,3.0,0.0,0.0,True
460,SWAAD Fruit Cocktail,18,1.2,1.5942,1.5942,3.0,3.0,0.0,False
462,WINE Merlot,14,0.0,12.8397,12.8397,20.0,30.0,18.0,True
469,Thumbs Up45g Ready Salted,12,1.4,0.9,0.9,1.5,0.0,40.0,True
471,Thumbs Up150g chilly,12,1.4,4.1083,4.1083,6.5,10.0,40.0,True
473,Thumbs Up150g ready salted,12,2.92,2.92,2.92,6.5,10.0,40.0,True
476,Absolute Vodka Shots,21,3.0,3.0,3.0,5.0,12.0,0.0,False
477,Malibu Rum shots,21,4.0,4.0,4.0,5.0,12.0,0.0,False
478,Jack Daniels750ml,14,68.0,64.596,64.596,150.0,150.0,0.0,True
479,Jim Beam shots,21,3.0,3.0,3.0,5.0,12.0,0.0,False
480,Bombay Sapphire Shots,21,5.0,5.0,5.0,15.0,10.0,0.0,False
481,Long Island Ice Tea,21,7.0,7.0,7.0,5.0,15.0,0.0,True
482,Margarita,21,7.0,7.0,7.0,5.0,15.0,0.0,True
483,Fusion Illusion,21,7.0,7.0,7.0,5.0,15.0,0.0,True
484,Sunrise,21,7.0,7.0,7.0,5.0,15.0,0.0,True
485,Fusion on the Beach,21,7.0,7.0,7.0,5.0,15.0,0.0,True
486,Thumbs UP150g ChiliGarlic,12,2.75,4.1086,4.1086,6.5,7.0,40.0,False
487,Shot glass,13,3.95,3.6238,3.6239,0.0,0.0,0.0,True
489,Tequila Gold Shots,21,3.0,3.1191,3.1191,10.0,10.0,0.0,False
490,czarina Vodka shots,21,3.0,3.0,3.0,5.0,5.0,0.0,False
491,Regal Whisky shots,21,4.0,4.0,4.0,10.0,10.0,13.0,False
492,Deluxe Whisky Shots,21,4.0,4.0,4.0,5.0,10.0,0.0,False
493,Sambucca Vanilla shots,21,7.0,7.0,7.0,5.0,12.0,0.0,False
495,Jug 3can Bitter,14,6.48,6.9381,6.9381,20.0,15.0,0.0,False
496,Bitter Tower,14,17.6,18.8664,18.8664,0.0,55.0,0.0,False
497,Bitter Bucket,14,11.0,11.7915,11.7915,0.0,30.0,0.0,False
498,12Pack Rum Cola,14,32.4,35.1,35.1,40.0,72.0,0.0,False
499,Rum Cola 6Pack,14,16.2,16.875,16.875,20.0,35.0,0.0,False
502,Jug Joske2can,14,8.0,5.6834,5.6838,20.0,20.0,0.0,False
503,Joske 24Pack,14,96.0,68.2008,68.2056,89.0,144.0,0.0,False
504,Minanyoung shots,21,4.0,4.0,4.0,5.0,5.0,0.0,False
505,Sambucca White shots,21,7.0,7.0,7.0,5.0,12.0,0.0,True
507,Bunny Chow,4,5.0,5.0,5.0,8.0,8.0,12.0,False
508,Marshmallow Twist,12,0.1,0.0917,0.0949,0.2,0.0,45.0,True
509,VAIWAI 1.5L,18,1.2,1.1086,1.1086,3.0,3.0,96.0,True
510,SHISHA FLAVOUR - BLUEBERRY,16,10.0,10.0,10.0,20.0,20.0,12.0,True
511,SHISHA FLAVOUR - TWO APPLE,16,10.0,10.0,10.0,20.0,20.0,12.0,True
512,SHISHA FLAVOUR - FUNKY ICE,16,10.0,10.0,10.0,20.0,20.0,12.0,True
513,CHARCOAL,16,2.0,2.0,2.0,5.0,5.0,12.0,True
514,Bread SLice,24,0.63,0.5734,0.5734,1.0,2.0,0.0,True
515,TOMATO SAUCE,12,0.0,1.6973,1.6973,0.0,0.0,2.0,True
516,Cheddar Cheese 200g,15,2.66,2.66,2.66,5.5,0.0,6.0,True
517,Lamb Sausage 1.5Kg,15,10.5,17.3481,17.3481,14.95,0.0,6.0,False
518,Cruiser 5Pack,14,0.0,15.7165,15.7165,0.0,30.0,0.0,False
519,Lollipop,12,0.33,0.33,0.33,0.5,0.5,45.0,True
520,Fresh Room Air Freshner,13,2.5,3.1407,3.1407,5.0,5.0,45.0,False
521,Bula Pop,15,0.0,0.2347,0.2347,1.0,0.0,15.0,True
522,FACE MASK,13,1.25,0.1836,0.1836,1.0,2.0,58.0,False
525,NICE CHEWING GUM,12,0.16,0.1468,0.1468,0.3,0.0,104.0,True
526,Local Beer Pallet,14,32.7,28.4348,25.7391,35.0,0.0,13.0,True
527,Jug 3Cruiser,14,0.0,9.4299,9.3867,14.0,25.0,0.0,False
528,Rum Punch,14,6.2,7.0417,7.0417,12.0,12.0,0.0,False
529,Vodka Punch,14,8.2,9.0417,9.0417,12.0,12.0,0.0,False
530,Jug Tribe RED,14,8.1,8.3262,8.3262,15.0,20.0,0.0,False
531,Tribe 6Pack,14,16.2,16.65,16.65,30.0,30.0,0.0,False
532,Haldi 100g,24,0.63,0.8257,0.8257,1.5,2.0,0.0,True
533,Masala 100g,24,1.0,0.8257,0.8257,1.5,2.0,0.0,True
534,Chili 100g,24,1.5,1.3761,1.3761,2.0,2.0,0.0,True
535,Jeera 100g,24,1.3,1.1927,1.1927,2.0,2.0,0.0,True
536,Saroso 100g,24,0.63,0.5505,0.5505,1.5,2.0,0.0,True
537,Saumph 50g,24,0.63,0.5963,0.5963,1.0,2.0,0.0,True
538,Methi 100g,24,0.63,0.9174,0.9174,1.5,2.0,0.0,True
539,$2 Coupon,14,0.0,0.0,0.0,0.0,0.0,0.0,False
540,FMF Dalo Chips 45g,12,1.39,1.39,1.39,2.0,3.0,33.0,True
541,Plastic Bag 2KG,13,0.1,0.1083,0.1083,0.2,0.0,104.0,False
543,Hand Sanitizer,13,2.0,2.0,2.0,4.0,0.0,12.0,True
544,Amine 5Litre,10,44.45,40.79,40.79,55.0,0.0,40.0,True
545,Amine Gramazon 1KG,10,24.05,22.07,22.07,35.0,0.0,86.0,True
551,Mentos small,12,0.75,0.0565,0.0565,0.15,0.0,104.0,False
552,kitty doll 15g,12,0.35,0.3211,0.3211,0.5,0.7,0.0,True
555,Flat lolly pop,12,0.0,0.1274,0.1376,0.2,0.5,15.0,True
942,Tribe Yellow,14,2.7,2.9896,2.9896,4.0,7.0,0.0,True
1028,Pizza Smal,4,10.0,10.0,10.0,15.0,15.0,0.0,False
1034,Carrot1kg,24,2.9,2.5217,2.273,3.4,3.4,0.0,True
1035,Chicken Curry Bone,4,5.0,5.0,5.0,5.0,10.0,0.0,False
1037,Chicken n chips,4,6.0,6.0,6.0,7.0,10.0,0.0,False
1038,Chicken Chilli Sauce,4,5.0,5.0,5.0,8.0,8.0,0.0,True
1039,Chicken Nibbles,4,6.0,6.0,6.0,5.0,10.0,0.0,False
1040,Chicken Curry Boneless,4,5.0,5.0,5.0,7.0,7.0,0.0,True
1041,Chicken Mongolian,4,5.0,5.0,5.0,7.0,7.0,0.0,True
1042,Chicken Stir fry,4,0.0,0.0,0.0,7.0,7.0,0.0,True
1043,Chicken Chowmein,4,5.0,5.0,5.0,8.0,8.0,0.0,True
1044,Chicken Chopsuey,4,5.0,5.0,5.0,7.0,7.0,0.0,True
1045,Chicken Oyester Sauce,4,5.0,5.0,5.0,7.0,7.0,0.0,True
1046,Chicken Fried Rice,4,5.0,5.0,5.0,6.0,0.0,0.0,True
1047,Chilli Lamb,5,7.0,7.0,7.0,7.0,13.0,0.0,True
1048,Mutton Curry Bone,5,5.0,5.0,5.0,7.0,7.0,0.0,True
1049,Lamb Boneless,5,7.0,7.0,7.0,11.0,0.0,0.0,True
1050,Lamb Fried Rice,5,6.0,6.0,6.0,8.0,0.0,0.0,True
1051,Mutton Chopsuey,5,7.0,7.0,7.0,8.0,8.0,0.0,True
1052,Mutton chilli Sauce,5,5.0,5.0,5.0,8.0,8.0,0.0,True
1053,BBQ,11,0.5,3.2973,3.2836,5.0,10.0,0.0,False
1054,Mutton Stirfry,5,5.0,5.0,5.0,8.0,8.0,0.0,True
1055,Mutton Mongolian,5,5.0,5.0,5.0,8.0,8.0,0.0,True
1056,Sausage n chips,7,3.0,3.0,3.0,6.0,10.0,0.0,True
1057,Sausage Fried Rice,7,3.0,3.0,3.0,5.0,0.0,0.0,True
1058,1 Egg fried or boiled,9,0.7,0.7,0.7,0.0,0.0,0.0,True
1059,Sausage Sizzle,11,1.13,1.3995,1.3995,2.5,2.5,0.0,False
1060,Bowl of Chicken Curry,4,3.0,3.0,3.0,4.0,4.0,0.0,True
1061,Sausage Chowmein,7,4.0,4.0,4.0,7.0,7.0,0.0,True
1062,Chicken Boneless,4,6.0,6.0,6.0,8.0,0.0,0.0,True
1063,Egg Fried Rice,9,3.0,3.0,3.0,0.0,0.0,0.0,True
1064,Fries,9,2.0,1.0239,1.0239,5.0,7.0,0.0,False
1065,Breakfast,9,2.0,1.7321,1.4732,0.0,0.0,0.0,False
1066,Rice,9,0.5,0.5,0.5,1.0,0.0,0.0,False
1067,Fish Chaser,11,4.0,4.0,4.0,5.0,5.0,0.0,False
1068,Fish Chaser,6,6.0,6.0,6.0,8.0,0.0,0.0,True
1069,Fish n Fries,6,5.0,5.0,5.0,5.0,10.0,0.0,False
1070,Fish in Butter Sauce,6,5.0,5.0,5.0,7.0,0.0,0.0,True
1071,Fish Stir Fry,6,5.0,5.0,5.0,7.0,0.0,0.0,True
1072,Fish Fingers,6,5.0,5.0,5.0,8.0,0.0,0.0,True
1073,Fish in Lemon Sauce,6,5.0,5.0,5.0,7.0,0.0,0.0,True
1074,Fish Mangolian,6,5.0,5.0,5.0,7.0,0.0,0.0,True
1075,Fish Parcel,6,4.0,4.0,4.0,5.0,0.0,0.0,True
1076,Duck Curry,10,8.0,8.0,8.0,12.0,0.0,0.0,True
1077,Goat Curry,10,8.0,8.0,8.0,12.0,0.0,0.0,True
1078,Prawn kg,15,32.0,32.0,32.0,34.0,0.0,0.0,True
1080,Veg Soup small,8,3.0,3.0,3.0,4.0,0.0,0.0,True
1081,Chicken Soup small,8,3.0,3.0,3.0,5.0,0.0,0.0,True
1082,Veg Chowmein,11,5.0,5.0,5.0,6.0,0.0,0.0,True
1083,Veg Mongolian,11,4.0,4.0,4.0,6.0,0.0,0.0,True
1084,Veg Chopsuey,11,4.0,4.0,4.0,6.0,0.0,0.0,True
1085,Veg StirFry,11,4.0,4.0,4.0,6.0,0.0,0.0,True
1086,Vegetarian meal,11,4.0,4.0,4.0,5.0,0.0,0.0,True
1087,Veg Curry,11,3.0,3.0,3.0,5.0,0.0,0.0,True
1099,Rooster15,15,13.15,11.4348,11.4348,17.0,0.0,0.0,True
1105,Chicken Palau,11,3.0,3.0,3.0,4.0,4.0,0.0,False
1106,Half Roast Chicken,4,0.0,0.0,0.0,12.0,12.0,0.0,True
1119,HotDog,11,1.13,1.3995,1.3995,5.0,5.0,0.0,False
1120,Prawn Cutlet,9,0.0,0.0,0.0,9.0,10.0,0.0,True
1121,Spicy Wings,4,6.0,6.0,6.0,6.0,12.0,0.0,False
1123,Pizza Medium,4,15.0,15.0,15.0,25.0,25.0,0.0,False
1124,Powerade750ml,18,4.35,3.7187,3.7187,5.0,6.5,0.0,True
1126,Pizza Large,4,22.0,22.0,22.0,35.0,35.0,0.0,False
2000,HOMEMADE ICE-BLOCK,15,0.45,0.2717,0.2717,0.5,0.0,177.0,False
2007,Bee Wax,13,2.5,2.5,2.5,3.5,0.0,0.0,True
2015,Cucumber,24,0.7,0.8696,0.8696,1.0,1.0,0.0,True
2021,Peanut pkt 130g,12,1.58,1.4526,1.5444,2.0,2.0,45.0,True
2025,Toy Cars,13,1.2,0.9174,0.9174,2.0,0.0,0.0,True
2026,Thumbs Up115g,24,1.5,1.5,1.5,2.0,0.0,0.0,True
2032,MixPeas$1,12,0.4,0.4348,0.4348,1.0,1.5,0.0,False
2079,Onion,24,1.35,1.2174,1.2739,1.65,0.0,0.0,True
2089,Monkeys ball,12,0.211,0.1014,0.1014,0.2,0.0,0.0,False
2090,Mogumogu1L Melon,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2095,Mogumogu1L Coconut,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2096,Mogumogu1L BlackCurrent,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2097,Mogumogu1L Strawberry,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2098,Bottle,13,0.06,0.06,0.06,1.3,1.3,0.0,False
2099,Mogumogu1L Litchi,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2102,Nova,24,0.0,0.0,0.0,4.0,0.0,0.0,True
2103,Piato,24,0.0,0.0,0.0,4.0,0.0,0.0,True
2105,Mogumogu1L Grapes,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2106,Mogumogu1L Mango,18,4.0,3.6697,3.6697,5.0,5.0,0.0,True
2109,pk4s,24,0.0,0.0,0.0,1.0,0.0,0.0,True
2112,Peanut Ruff,24,0.0,0.0,0.0,1.0,0.0,0.0,True
2114,hotMix80g,12,0.83,0.9174,0.9174,1.5,2.0,0.0,True
2116,Bhajia,11,0.08,0.08,0.08,0.1,0.0,0.0,True
2285,Warm Shoes,13,6.5,5.5046,5.5046,10.0,10.0,0.0,False
2310,T shirt,13,9.0,9.1743,9.1743,15.0,0.0,12.0,True
2361,Potato,24,1.4,1.2019,1.3162,1.65,0.0,7.0,True
2404,Caps,13,2.0,2.0,2.0,10.0,0.0,7.0,True
5244,Rental5244,20,0.8,0.8,0.8,1.0,0.0,0.0,False
5245,Rental5245,20,0.8,0.8,0.8,1.0,0.0,0.0,True
5246,Rental5246,20,0.8,0.8,0.8,1.0,0.0,0.0,False
5247,Rental5247,20,0.8,0.8,0.8,1.0,0.0,0.0,True
5248,Rental5248,20,0.8,0.8,0.8,1.0,0.0,0.0,False
5249,Rental Bond,20,1.0,1.0,1.0,1.0,0.0,0.0,False
11136002,Saluka Loose,16,0.2,0.2348,0.2348,0.5,1.0,0.0,False
30004818,ZigZag Paper,16,1.1,1.1002,1.1001,2.0,0.0,0.0,False
30004819,ZigZag loose,16,0.0,0.0,0.0,0.5,0.5,0.0,False
93250917,VASELINE PETROLEUM JELLY 50G,13,3.225,3.2246,3.2246,4.5,0.0,11.0,False
93545037,EXTRA SPEARMINT 14G,12,0.9,0.975,0.975,1.5,0.0,0.0,False
93562997,Extra spearmint 4s,12,0.684,0.975,0.975,0.6,1.0,11.0,False
93573009,JuicyFruit10s,12,0.8,0.841,0.841,1.5,1.5,0.0,False
93573023,PK10S,12,0.6,0.8409,0.8409,1.5,1.5,0.0,False
93573030,PK4S,12,0.3107,0.37,0.3708,1.0,1.0,0.0,False
93613323,JuicyFruit4s,12,0.4,0.285,0.2851,0.8,1.0,0.0,False
94128901,vdrink350ml,18,0.0,4.5978,4.5978,7.0,10.0,6.0,False
679920073,Milky cool 74ml,15,0.6,0.685,0.6782,1.0,0.0,45.0,False
3146720589,Punjas chochip cookies 130g,12,2.14,1.3913,1.4458,2.5,0.0,21.0,False
72616565105,Apollo wafer,12,0.41,0.2355,0.2341,0.5,1.0,0.0,False
66613000059,brunswick SARDINES IN SOYA OIL,24,2.42,2.42,2.42,2.54,0.0,11.0,False
70330700918,bic twin,13,0.88,0.7693,0.7569,1.5,0.0,15.0,False
86428411062,Heiniken,14,2.83,2.5992,2.5992,4.5,5.0,13.0,True
89686060027,Pop Mie Cup Noodles,24,1.526,1.9927,1.9944,3.0,3.0,0.0,False
102034054214,Virgin Oil,24,8.0,7.3395,7.3395,12.0,0.0,0.0,True
632565000012,WATER500ml,18,0.0,1.6333,1.6333,2.5,5.0,8.0,False
632565000029,Water 1L,18,3.0,2.3254,2.3254,3.5,5.0,0.0,False
632565000036,WATER1.5L,18,0.0,2.5921,2.5921,4.0,6.0,0.0,False
706799200019,TWISTIES CHEESE 20G,12,0.0,0.3555,0.3555,0.6,1.0,0.0,False
706799200033,TWISTIES CHEESE 100,12,0.0,1.7905,1.7905,2.8,4.0,0.0,False
706799200040,TWISTIES CHEESE 250g,12,3.0,2.9554,2.9554,5.0,7.0,0.0,False
706799200071,TWISTIES CHICKEN 100G,12,0.0,1.7905,1.7905,2.8,4.0,10.0,False
706799200088,TWISTIES CHICKEN 250G,12,3.1126,2.5125,2.5636,5.0,7.0,15.0,False
706799200095,ufos20g,12,0.25,0.2787,0.2787,0.5,1.0,0.0,False
706799200255,Ufos100g,12,1.85,1.7905,1.7905,2.8,4.0,0.0,False
706799200750,KOOL POP,15,0.0,0.39,0.39,0.7,0.0,0.0,False
706799200774,CHOCKATTACK,15,0.0,0.87,0.8699,1.5,0.0,0.0,False
706799200781,BLITZ,15,0.0,0.8701,0.8701,1.5,2.0,15.0,False
706799200798,PACIFIC SPLIT,15,0.6,0.71,0.71,1.0,0.0,0.0,False
706799200811,MILK ICE BLOCK-TUCKERS,15,0.3,0.5,0.5,1.0,0.0,0.0,False
850040319088,black rock rum&cola 9% 500ml,14,0.0,3.4783,3.4812,7.0,10.0,0.0,False
955705006653,Marigld fruit drink  apple 250,18,1.41,1.41,1.41,2.0,8.0,11.0,False
70330600065,GAS LIGHTER,13,0.0,1.9732,1.9646,3.5,5.0,22.0,False
1220000061545,MOTHER320ML,18,2.16,2.7833,2.7833,4.0,6.0,0.0,False
1461051648853,QUICKDIAL5,17,0.0,4.266,4.266,5.0,0.0,9.0,True
4586868686014,Salve petroleum jelly 50ml,15,1.0,0.9174,0.9174,2.5,0.0,45.0,True
4791045002932,Royal tea bagsclassic 25s 50g,24,0.0,1.6696,1.6696,2.5,0.0,22.0,False
4791059000481,LION EXTRA 12%,14,6.09,4.7706,4.7706,7.0,10.0,46.0,True
4800060421205,Diaper Big,13,1.5,2.5115,2.5115,3.5,0.0,0.0,True
4801688103511,Cheese ring 60g,12,2.6,2.2645,2.2645,3.0,2.5,26.0,False
4806511010042,Corn bits chicken flavor 70g,12,1.2,1.3044,1.3044,2.0,0.0,122.0,False
4806511010066,CORN BITS MIX NUTS 70G,24,0.0,1.3043,1.3043,2.0,0.0,78.0,False
4806511011681,corn bits spicy hot 70g,12,1.2,1.1304,1.1304,2.0,0.0,122.0,False
4806511015009,Corn Bits chili cheese  70g,12,1.2,1.3043,1.3084,2.0,2.0,0.0,False
4808888201115,tooth brush,13,0.9,0.9507,0.9474,1.7,0.0,0.0,False
4902778559291,uni marker blue,13,0.0,0.8703,0.8703,1.5,0.0,11.0,False
4902778559307,uni marker black,13,0.0,0.8703,0.8703,1.5,0.0,11.0,False
5333333123401,INK1,17,0.0,0.8174,0.8174,1.0,0.0,7.0,False
