CODE,DESCRIPTION,DEPARTMENT,STANDARDCOST,LASTCOST,AVERAGECOST,PRICE1,PRICE4,SUPPLIER,DISCONTINUE
5388887655670,TAKI GLASS,13,0.5,0.4348,0.452,1.5,2.0,0.0,False
5555001340044,Ink4,17,3.76,3.2696,3.2696,4.0,0.0,7.0,False
5555001340082,INK8,17,0.0,6.5391,6.5394,8.0,0.0,7.0,True
5555001340099,ink9,17,0.0,7.3557,7.3558,9.0,0.0,7.0,False
5555001340105,INK10,17,0.0,8.174,8.174,10.0,0.0,7.0,True
5555001340112,INK11,17,10.34,8.9913,8.9913,11.0,0.0,7.0,False
5555001340204,Ink20,17,18.8,16.3478,16.3478,20.0,0.0,7.0,False
5555001340303,Ink30,17,28.2,24.5217,24.5217,30.0,0.0,0.0,False
6291003003165,Tiffany strawberry,12,0.3,1.0508,1.0508,2.0,0.0,26.0,False
6291003003202,Tiffany vanilla,12,0.3,1.0508,1.0508,2.0,0.0,26.0,False
6291003003219,Tiffany Coconut,12,0.3,1.05,1.05,2.0,0.0,26.0,False
6291003003227,Tiffany Orange,12,0.3,1.05,1.05,2.0,0.0,26.0,False
6291003003233,Tiffany choclate,12,0.3,1.0507,1.0507,2.0,0.0,26.0,False
6291003003257,Tiffany mango,12,0.3,1.0508,1.0508,2.0,0.0,26.0,False
6291003005640,CRUNCH N CREAM ORANGE 65G,12,1.6,1.6,1.6,2.5,0.0,21.0,False
6291003005657,CRUNCH N CREAM VANILLA 65G,12,1.6,1.6,1.6,2.5,0.0,21.0,False
6291003005855,CRUNCH N CREAM STRAWBERRY 65G,12,1.6,1.6,1.6,2.5,0.0,21.0,False
6291003005862,CRUNCH N CREAM CHOCOLATE 65G,12,1.6,1.6,1.6,2.5,0.0,21.0,False
6291003024627,TIFFANY DUET CHO-VANILLA 50G,12,1.05,1.05,1.05,1.8,0.0,21.0,False
6291003024658,TIFFANY DUET S-CREAM 80G,12,1.05,1.05,1.05,1.8,0.0,21.0,False
6921248702201,Zizi Tattoo,12,0.3,0.1739,0.1956,0.6,0.0,6.0,False
6930548976526,GARLIC 400G,24,0.0,1.9913,1.9913,0.0,0.0,14.0,False
6938056200379,Band Aid plaster,13,0.0,0.0174,0.0174,0.2,0.0,41.0,False
6970895712521,TIK TOK 12G,12,0.0,0.2175,0.2175,0.5,0.0,78.0,False
6970895713856,strawberry bubble gum,12,0.0533,0.0464,0.0464,0.1,0.0,78.0,False
6973606566413,MICO FRUIT JELLY 80G,12,0.0,0.3623,0.3623,0.7,0.0,78.0,False
6977928840145,KING SALTED PEANUTS 150GRM,12,1.65,0.0,2.1217,3.5,5.0,0.0,False
6991258914123,PREMIUM FOOD MACKEREL T/S 425G,24,0.0,1.8483,1.8483,2.08,0.0,191.0,False
6991258914147,PREMIUM FOOD MACKEREL T/S 155G,24,0.0,0.85,0.85,0.89,0.0,191.0,False
7067992007755,CHOCKATTACK34$2,15,0.0,2.61,2.6097,2.0,0.0,0.0,True
7067992007823,TwinBLITZ,15,0.0,1.7402,1.7402,2.0,0.0,0.0,True
7622300559991,TANG 25g,24,0.0,0.3969,0.4092,1.0,0.0,0.0,False
8090445397850,vinaka bhuja sao 80g,12,0.0,0.779,0.779,1.8,0.0,0.0,False
8412531963525,Sonata Wine,14,11.75,9.5662,9.5703,20.0,30.0,6.0,False
8718104900028,Royal dutch 12% 500ml,14,0.0,5.819,5.819,9.0,12.0,6.0,False
8725000639679,Atlas,14,6.55,4.8444,4.8444,8.0,12.0,1.0,False
8850006321133,Colgate37g,24,0.95,1.4025,1.3757,2.0,0.0,22.0,False
8852187800100,cool world mint 10g,12,0.333,0.2899,0.2899,0.5,0.0,78.0,False
8888299758398,Super glue,13,0.6,0.2899,0.2899,1.5,0.0,0.0,False
8888336023816,Libra Pad,13,1.5,1.87,1.87,3.0,0.0,0.0,False
8901030942679,FAIR & LOVELY CREAM 25G,13,0.0,1.7102,1.7102,2.5,0.0,11.0,False
8901248701105,Zandu balm 8ml,13,2.0,1.6956,1.7155,2.5,0.0,139.0,False
8901324009286,Nataraj Blue Pen,13,0.0,0.1781,0.1679,0.5,0.0,11.0,False
8901725132682,Dark Fantasy Biscuits,12,1.633,1.4201,1.4201,2.0,2.5,11.0,False
8904064684355,CHAKRA SALT 500G,24,0.0,0.4592,0.4592,0.49,0.0,191.0,False
8909081000249,Sunfeast dark fantasy  choco c,12,1.25,1.25,1.25,2.0,2.5,11.0,False
8909081000300,Sunfeast dark fantasy vanilla,12,1.25,1.25,1.25,2.0,2.5,11.0,False
8935105810167,Lilly Mackerel T/S 155G,24,0.0,1.28,1.28,1.35,0.0,6.0,False
8992760121090,Oreo Peanut Flavor 123.5g,12,0.0,2.0704,2.0704,3.0,0.0,0.0,True
8992760221028,Oreo Original Flavour 123.5g,12,0.0,2.0627,2.0324,3.0,3.5,11.0,False
8992760223015,Oreo Chocolate Cream 123.5g,12,0.7,2.0704,2.0704,3.0,4.0,11.0,True
8992952132507,CHO CHO CHOCOLATE BAR 13G,12,0.0,0.3263,0.3263,0.5,0.0,78.0,False
8992952953430,Wafer Stick,12,0.05,0.0783,0.0783,0.2,0.0,104.0,False
8993500192011,Marimas,24,0.0,0.2355,0.2413,0.5,0.0,45.0,False
9000056100007,voda1,17,0.94,0.8174,0.8174,1.0,0.0,0.0,False
9200129100044,Voda4,17,3.76,3.2696,3.2696,4.0,0.0,7.0,False
9200129100082,Voda8,17,6.8996,6.5389,6.5389,8.0,0.0,7.0,True
9200129100099,Voda9,17,8.46,7.3565,7.3565,9.0,0.0,7.0,False
9200129100112,VODA11,17,0.0,8.9913,8.9913,11.0,0.0,0.0,True
9200129100129,voda12,17,11.28,9.8088,9.8088,12.0,0.0,7.0,False
9200129100150,VODA15,17,0.0,12.261,12.261,15.0,0.0,0.0,True
9200129100167,voda16,17,15.04,13.0783,13.0783,16.0,0.0,7.0,False
9200129100259,VODA25,17,21.56,20.4349,20.4349,25.0,0.0,0.0,False
9300601022649,Seacrown sardines t/s 125g,24,0.0,1.37,1.37,1.43,0.0,6.0,False
9300605030411,HAX,12,0.0,0.0632,0.0632,0.2,0.1,0.0,False
9300605109568,Maggi Curry Noodles,24,0.0,0.6455,0.6455,1.0,0.0,22.0,False
9300605109575,Maggi Chic Noodles,24,0.62,0.6136,0.6136,1.0,0.0,22.0,False
9300666328083,REXONA ORIGINAL 48H 250ML,13,0.0,6.2797,6.2797,9.0,0.0,11.0,False
9300752020181,WINE Sacred Hill,14,0.0,11.4,11.4176,20.0,30.0,18.0,False
9300752250076,WINE Shiraz,14,0.0,11.6,11.6,20.0,30.0,1.0,False
9310288712412,TT2,15,0.52,0.3745,0.3745,1.0,1.0,0.0,True
9310733000613,Jack Daniel Can 250ml,14,3.1,3.4783,3.4783,6.0,7.0,18.0,False
9310797246439,PALLMALL GREEN10s,16,0.0,7.1739,7.1701,10.0,12.0,0.0,False
9310797257220,BH10,16,9.5,7.652,7.652,12.0,15.0,0.0,False
9310797257237,BH20,16,6.75,15.2174,15.2174,21.0,22.0,0.0,False
9310797282161,BH10Switch,16,5.65,8.8696,8.8665,13.0,15.0,0.0,False
9310797285964,PALLMALL black 10s,16,0.0,5.7653,5.7725,9.0,12.0,16.0,False
9310797301077,PALLMALL RED 10S,16,0.0,6.6087,6.599,9.0,12.0,16.0,False
9325344002444,libra classic regular 10 pads,13,0.0,2.2696,2.2696,3.0,0.0,167.0,False
9337589000291,Condoms,13,0.0,1.3043,1.3043,2.5,0.0,68.0,False
9338815001013,BONGO20g,12,0.0,0.4507,0.4507,0.6,1.0,22.0,False
9338815001044,Bongo200g,12,3.25,3.4456,3.4456,5.0,7.0,22.0,False
9338815001136,PeanutRuff20g,12,0.3,0.4507,0.4507,0.6,1.0,0.0,False
9338815001150,PeanutRuff200g,12,3.25,3.4456,3.4456,5.0,6.5,0.0,False
9338815001198,Wheels 20g,12,0.0,0.4167,0.4167,0.6,1.0,22.0,False
9338815001204,Wheels35g,12,0.45,0.7656,0.7656,1.0,1.0,0.0,False
9338815001211,Wheels200g,12,0.0,3.4456,3.4456,5.0,7.0,22.0,False
9338815002645,Tuna Skipper,24,1.4,1.9797,1.9513,2.8,2.0,22.0,False
9358452000606,Chatsworth Shiraz wine 750ml,14,0.0,9.5652,9.5652,20.0,30.0,34.0,False
9400994604276,Vinaka Bhuja 80g,12,0.0,0.779,0.779,1.5,2.0,45.0,False
9403146709263,Punjas Crackers,12,1.25,2.1896,2.1896,2.65,0.0,0.0,False
9403146725232,punjas s-berry biscuits 250gm,12,0.0,1.85,1.85,3.0,0.0,21.0,False
9414043001138,bbc bhuja 20g,12,0.333,0.29,0.29,0.5,0.0,78.0,False
9414043001145,BBC80,12,0.625,0.9783,0.9798,1.8,2.5,0.0,False
9414453904432,Cruiser Rasp,14,0.0,3.1433,3.1433,5.0,7.0,1.0,False
9414453905507,Wood Stock,14,3.8333,3.4348,3.4296,7.0,8.0,18.0,False
9414453905508,6pack Wood Stock,14,22.9998,20.6088,20.5776,36.0,60.0,0.0,False
9414453905509,Jug Woodstock,14,7.6666,6.8696,6.8592,20.0,20.0,0.0,False
9414453909222,Cruiser White,14,0.0,2.9833,2.9833,5.0,7.0,1.0,True
9414631501359,ice cream neapolitan 4.5l,15,0.0,12.322,12.322,18.0,0.0,15.0,False
9414645302404,orchid twin pack toilet paper,13,0.0,1.461,1.461,1.99,0.0,167.0,False
9414681003242,fielders long grain rice 10kg,24,18.45,16.02,16.02,14.39,0.0,72.0,False
9414681003365,Kool Shake Banana,15,0.45,0.606,0.6366,1.2,0.0,0.0,False
9414681004249,TWISTIES SOUR CREAM  100g,11,0.0,1.7909,1.7909,2.8,4.0,15.0,False
9414681004324,Kool Shake Strawberry 100ML,15,0.45,0.4782,0.4782,1.2,0.0,0.0,False
9414681123490,YUMOS EXTRA CHEESY 100G,12,0.0,1.2899,1.2899,2.5,0.0,15.0,False
9414681200047,Curlies100g,12,1.3483,1.3565,1.3565,2.5,3.5,0.0,False
9414681200528,TWISTIES EXTRA CHEESE 100G,12,0.48,1.7905,1.7905,2.8,4.0,0.0,False
9414681200795,yumos chicken 100g,13,0.0,1.3565,1.3565,2.5,0.0,15.0,False
9414681200924,ufos200g,12,2.6,2.8234,2.8234,5.0,7.0,0.0,False
9414681500079,Tub100ml,15,0.88,0.7754,0.7754,1.2,0.0,0.0,False
9414681500086,Tub155ml,15,1.15,1.3995,1.3995,2.2,0.0,0.0,False
9414681500116,ICE CREAM vanila 2L,15,6.8,7.9,7.9022,12.0,0.0,15.0,False
9414681500130,ice cream starwberry 2l,15,0.0,7.9,7.9,12.0,10.0,15.0,False
9414681500147,ICE CREAM 600ml,15,2.4,2.7392,2.7392,4.0,0.0,15.0,False
9414681500192,ice cream passionfruit 2l,15,0.0,7.9,7.9,12.0,10.0,15.0,False
9415093003233,BEEF 326g,24,4.29,4.2898,4.2898,5.16,0.0,0.0,False
9415093003301,Farmers Mutton 326g,24,4.6433,4.9203,4.9203,5.92,0.0,0.0,False
9415093009549,Beef small 200g,24,1.69,2.8,2.8,3.37,0.0,0.0,False
9415795005559,Jive roasted and chilli 125g,12,0.0,2.1683,2.1683,3.8,5.0,6.0,False
9415795810108,NGoodness Soyabean oil 750ml,24,4.5658,4.5658,4.5658,4.84,0.0,6.0,False
9416121150998,Rewa Life white pkt 1L,24,2.41,2.4986,2.4986,3.07,0.0,7.0,False
9416216001464,COKE330,18,1.4,1.8083,1.8083,2.6,3.0,10.0,False
9416216001723,fanta330ml Orange,18,1.4,1.8083,1.8083,2.6,4.0,0.0,False
9416216001730,Sprite330ml,18,1.4,1.8083,1.8145,2.6,5.0,0.0,False
9416216002133,PULP1L Apple,18,3.5,4.2333,4.2333,6.0,8.0,0.0,False
9416216002331,PULP350 Tropical,18,0.0,2.1,2.1,3.0,5.0,0.0,False
9416216002768,PULP1L Tropical,18,0.0,4.2333,4.2333,6.0,8.0,0.0,False
9416216008999,fanta1.25L Pineapple,18,2.5,3.2254,3.2254,4.6,0.0,0.0,False
9416216009040,fanta1.25L Raspberry,18,2.5,3.2254,3.2254,4.6,0.0,0.0,False
9416216009347,Fanta2L Pineapple,18,3.5,4.575,4.575,6.5,10.0,0.0,False
9416216015362,Fanta600 Raspberry,18,1.4,2.2417,2.2417,3.2,5.0,0.0,False
9416216020434,Powerade500ml Red,18,2.35,2.9428,2.9529,4.2,6.0,0.0,False
9416216020441,powerade blackcurrant 500ml,18,3.3829,2.9417,2.9417,4.5,0.0,8.0,False
9416216020458,Powerade500ml Blue,18,2.35,2.9428,2.9427,4.2,6.0,0.0,False
9416216031898,PURE DROP 1L,18,1.1416,1.1421,1.142,2.5,0.0,8.0,False
9416216033915,JUCY1L Pineapple,18,0.0,2.4833,2.4833,3.6,5.0,0.0,False
9416216040661,FANTA PINEAPPLE 2.25L,18,4.95,4.3044,4.3044,7.5,0.0,166.0,False
9416216050813,JUCY1L Orange,18,0.0,2.4833,2.4833,3.6,5.0,0.0,False
9416216050837,JUCY1L Cocktail,18,0.0,2.4833,2.4833,3.6,5.0,0.0,False
9416216056471,FRUBU 500ml Mango,18,1.3,2.2208,2.2208,3.0,5.0,0.0,False
9416216056488,FRUBU 500ml Orange,18,1.3,2.4417,2.4417,3.0,5.0,0.0,False
9416216057324,COKE600,18,1.6,2.2417,2.2417,3.2,5.0,8.0,False
9416216057348,Fanta600 Orange,18,1.4,2.2417,2.2417,3.2,5.0,0.0,False
9416216057362,Sprite600ml,18,1.6,2.2417,2.2417,3.2,5.0,8.0,False
